연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
2406,광주 연제동 외촌유적,광주 연제동 웰메이드아파트 신축공사부지 내 유적,(재)전남문화재연구원,2019-11-05,광주,북구,광주광역시 북구 연제외촌길 94-2 (연제동) 일원,91868,2017년05월22일~2017년11월14일,,삼국
2407,영광 불갑사 오진암지,영광 불갑사 오진암지 정비사업부지 내 유적,(재)전남문화재연구원,2019-11-05,전남,영광군,전라남도 영광군 불갑사로 408-123 (불갑면) ,250,2017년10월16일~2017년11월10일,사지,조선
2408,공산성 백제왕궁 관련유적Ⅴ,공주 공산성 성안마을 제8차 문화유적 발굴조사,공주대학교역사박물관,2019-11-06,충남,공주시,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교) 박물관",12000,2015년05월18일~2015년11월20일,기타,"백제,백제"
2409,양평 양강섬유적,양평 양강 예술문화 플랫폼 조성부지 내 유적,(재)서울문화유산연구원,2019-11-06,경기,양평군,경기도 양평군 양평읍 양근리 569-2 ,932,2017년11월13일~2017년12월05일,기타,원삼국
2410,외도동유적Ⅳ,제주시 외도1동(131-1번지 외 1필지) 다가구주택 및 사무소 신축부지 내 유적,(재)제주고고학연구소,2019-11-06,제주,제주시,제주특별자치도 제주시 통물길 120 (외도일동) ,1334,2017년08월30일~2017년11월24일,,철기/삼한/원삼국
2411,대원지구 다목적농촌용수 개발사업부지 보은 대원리 유적,보은 대원리(318번지 일원) 대원지구 다목적 농촌용수 개발사업부지 내 유적,(재)호서문화유산연구원,2019-11-06,충북,보은군,충청북도 보은군 산외면 대원리 313 ,6780,2017년07월21일~2017년11월06일,"도요지,기타","고려,조선,고려"
2412,고성 건봉사Ⅲ,고성 건봉사 능파교(보물 제1336호) 주변유적 발굴조사,(재)강원고고문화연구원,2019-11-07,강원,고성군,강원도 고성군 건봉사로 723 (거진읍) ,2354,2015년04월20일~2015년06월23일,사지,조선
2413,고성 건봉사Ⅲ,고성 건봉사 능파교(보물 제1336호) 주변유적 2차 발굴조사,(재)강원고고문화연구원,2019-11-07,강원,고성군,강원도 고성군 건봉사로 723 (거진읍) ,440,2016년03월02일~2016년03월31일,사지,조선
2414,여주 외룡리 유적,여주 외룡리 SBS 오픈세트장 조성부지 내 유적,(재)한성문화재연구원,2019-11-07,경기,여주시,경기도 여주시 장암1길 38-5 (북내면) ,100,2017년10월30일~2017년11월07일,고분,고려
2415,고흥 능가사Ⅱ,고흥 능가사 대웅전(보물 제137호) 주변 유적,(재)전남문화재연구원,2019-11-07,전남,고흥군,"전라남도 고흥군 팔봉길 21 (점암면, 사찰) ",3500,2017년05월04일~2017년11월14일,사지,조선
2416,고성 건봉사Ⅲ,고성 건봉사 능파교(보물 제1336호) 주변 내 유적(3차),(재)강원고고문화연구원,2019-11-07,강원,고성군,강원도 고성군 건봉사로 723 (거진읍) ,5380,2017년06월22일~2017년11월09일,사지,조선
2417,서울 종로구 가회동 160번지 일원 유적,서울 종로구 가회동(160번지 일원) 근린생활시설 신축부지 내 유적,(재)수도문물연구원,2019-11-08,서울,종로구,"서울특별시 종로구 북촌로 31-4 (가회동, 오픈아이즈센터) ",193,2017년10월24일~2017년11월13일,기타,조선
2418,칠곡 금호리(산67-20번지) 창고신축부지 내 칠곡 금호리 유적,칠곡 금호리(산67-20번지) 창고신축부지 내 유적,(재)홍익문화재연구원,2019-11-08,경북,칠곡군,경상북도 칠곡군 지천면 금호리 산 67-20 ,5800,2017년05월29일~2017년11월10일,고분,"삼국,고려"
2419,강릉 송정동유적,강릉 송정동 산103번지 일원 공동주택 건설사업부지(A구역) 내 유적,(재)예맥문화재연구원,2019-11-08,강원,강릉시,강원도 강릉시 송정동 산 103 번지 일원,12552,2018년01월04일~2018년03월07일,기타,"삼국,삼국"
2420,헌법재판소 청사증축부지 유적,서울 종로구 북촌로 15 헌법재판소 청사 증축공사부지 내 유적,(재)한성문화재연구원,2019-11-11,서울,종로구,"서울특별시 종로구 북촌로 15 (재동, 헌법재판소) ",2448.76,2016년03월28일~2017년11월15일,기타,"조선,조선,근대/일제강점기"
2421,서귀포시 대정읍 일과리 1202번지 태양광발전소 설치부지 내 문화재 발굴(시굴)조사 보고서-제주 일과리 유적-,제주 일과리(1202번지) 태양광 발전소 설치부지 내 유적,(재)제주문화유산연구원,2019-11-12,제주,서귀포시,제주특별자치도 서귀포시 대정읍 일과리 1202 ,3289,2019년01월28일~2019년02월01일,,청동기
2422,연천 임진강 삼거리 유적,연천 임진강 유원지 조성사업부지 내 유적,(재)백두문화재연구원,2019-11-13,경기,연천군,경기도 연천군 군남면 삼거리 696-7 ,27390,2016년06월27일~2017년11월17일,"기타,고분","구석기/중석기,신석기,조선,청동기"
2423,방이동고분군 3호분,서울 방이동고분군(사적 제270호) 3호분 내 유적,한성백제박물관,2019-11-13,서울,송파구,"서울특별시 송파구 오금로 219 (방이동, 방이백제고분) ",1500,2017년03월30일~2017년11월30일,"고분,고분","청동기,백제,신라,고려"
2424,포항 옥성리 176-2번지 발굴(시굴)조사 보고서,포항 옥성리(176-2번지) 다가구주택 신축부지 내 유적,(재)성림문화재연구원,2019-11-13,경북,포항시,경상북도 포항시 북구 흥해읍 옥성리 176-2 ,846,2017년11월06일~2017년11월09일,고분,철기/삼한/원삼국
2425,서울 종로구 돈의동 155번지 유적,서울 종로구 돈의동(155번지) 건물신축부지 내 유적,(재)국방문화재연구원,2019-11-13,서울,종로구,서울특별시 종로구 수표로22길 26 (돈의동) ,304.1,2017년10월30일~2017년11월14일,,조선
2426,평택 당현리·율포리 유적Ⅰ·Ⅱ,고덕국제화계획지구 택지개발사업(1단계 2공구),경북문화재단 문화재연구원,2019-11-14,경기,평택시,경기도 평택시 고덕면 율포리 산 60-일원 ,352400,2014년04월14일~2017년11월17일,,청동기
2427,경복궁 취향교지 발굴조사보고서,경복궁 흥복전 동편구역 및 취향교지,국립서울문화재연구소,2019-11-14,서울,종로구,"서울특별시 종로구 삼청로 1 (세종로, 동십자각) ",440,2017년09월12일~2018년11월10일,,조선
2428,공주 반죽동 124-3번지 유적,공주 반죽동(124-3번지 일원) 도시계획도로 확포장사업부지 내 유적,(재)누리고고학연구소,2019-11-14,충남,공주시,충청남도 공주시 반죽동 124-3 ,300,2017년11월02일~2017년11월15일,기타,조선
2429,가평 읍내리 360-2번지 유적,가평 읍내리 근린시설 신축부지 내 유적,(재)국토문화재연구원,2019-11-15,경기,가평군,경기도 가평군 중앙로 29 (가평읍) ,212,2017년11월13일~2017년11월22일,,청동기
2430,스마트엑세스 공장신축부지내 진천 상신리 244-7번지 유적,진천 상신리(244-7번지) 스마트엑세스 공장신축부지 내 유적,(재)호서문화유산연구원,2019-11-15,충북,진천군,충청북도 진천군 상신2길 21 (진천읍) ,150,2017년11월09일~2017년11월16일,"기타,고분","조선,조선"
2431,용인 초부리 산림교육센터부지 내 유적 발굴조사 보고서,용인 산림센터 조성부지 내 유적,(재)역사문화재연구원,2019-11-15,경기,용인시,경기도 용인시 처인구 모현읍 초부리 산 30-2 ,200,2017년11월13일~2017년11월17일,도요지,"조선,조선"
2432,대구 검단동(산3-2번지 일원) 창고시설부지내 大邱 檢丹洞 山3-2番地 遺蹟,대구 검단동(산3-2번지 일원) 창고시설부지 내 유적,(재)세종문화재연구원,2019-11-15,대구,북구,대구광역시 북구 검단동 산 3-2 ,2420,2017년10월10일~2017년11월22일,고분,"통일신라/발해,조선"
2433,대전 원신흥동 신흥들유적,대전도안 갑천지구 조성사업 부지 내 문화유적 발굴(시굴)조사,(재)가경고고학연구소,2019-11-18,대전,유성구,대전광역시 유성구 원신흥동 145-14 ,116142,2017년02월13일~2017년12월30일,기타,"청동기,청동기"
2434,용인 덕성리(602-1번지 일원) 테크노밸리 조성사업부지 내 용인 덕성리유적,용인 덕성리(602-1번지 일원) 테크노밸리 조성사업부지 내 유적,(재)중앙문화재연구원,2019-11-18,경기,용인시,경기도 용인시 처인구 이동읍 덕성리 186-3 ,159270,2017년01월16일~2017년11월20일,"고분,도요지,기타","통일신라/발해,삼국,통일신라/발해,고려"
2435,해남 군곡리 패총 Ⅳ,해남 군곡리 패총 정비사업부지 내 유적,목포대학교박물관,2019-11-18,전남,해남군,전라남도 해남군 송지면 군곡리 725-1 936-1,160,2018년01월02일~2018년03월10일,,청동기
2436,수원 망포동 217-1번지 유적,수원 망포 공동주택건설부지 내 유적,(재)한양문화재연구원,2019-11-18,경기,수원시,"경기도 수원시 영통구 동탄지성로 475 (망포동, 자재창고) ",3700,2017년08월21일~2017년11월21일,기타,구석기/중석기
2437,해남 군곡리 패총 Ⅳ,해남 군곡리 패총,목포대학교박물관,2019-11-18,전남,해남군,"전라남도 해남군 송지면 군곡리 940 945,946",600,2017년07월21일~2017년11월20일,,청동기
2438,보령 웅천 두룡리 유적,보령 두룡리(산136-2번지) 일원 태양광 발전사업부지 내 유적,(재)백제문화재연구원,2019-11-19,충남,보령시,충청남도 보령시 웅천읍 두룡리 산 136-2 번지 일원 ,27919,2017년09월07일~2017년11월20일,고분,"청동기,고려"
2439,경주 갑산리 608번지 유적,경주 갑산리(608번지) 노인복지시설 신축부지 내 유적,(재)천년문화재연구원,2019-11-19,경북,경주시,경상북도 경주시 안강읍 갑산리 608 ,436,2017년11월07일~2017년11월21일,,고려
2440,"서울 종로구 연지동 193-1, 193-2번지 유적",서울 종로구 연지동(193-1번지) 건물신축부지 내 유적,(재)국방문화재연구원,2019-11-19,서울,종로구,"서울특별시 종로구 종로31길 46-38 (연지동, 주함해븐타워) ",607.6,2017년10월26일~2017년12월14일,,조선
2441,"서울 종로구 연지동 193-1, 193-2번지 유적",서울 종로구 연지동(193-2번지) 건물신축부지 내 유적,(재)국방문화재연구원,2019-11-19,서울,종로구,"서울특별시 종로구 종로31길 46-30 (연지동, 주함해븐타워) ",378.2,2017년10월25일~2017년11월20일,,조선
2442,장수 침령산성 Ⅱ,장수 침령산성 집수시설,군산대학교박물관,2019-11-20,전북,장수군,전라북도 장수군 계남면 침곡리 1092-1 ,2000,2016년05월11일~2016년12월20일,성곽,삼국
2443,장수 합미산성 Ⅱ,장수 합미산성 2차,군산대학교박물관,2019-11-20,전북,장수군,"전라북도 장수군 비행로 1267-19 (장수읍, 경전암) ",3000,2016년05월11일~2016년12월20일,성곽,삼국
2444,남원 교룡산성,남원 교룡산성 정비사업부지 내 유적,(재)전라문화유산연구원,2019-11-20,전북,남원시,전라북도 남원시 산곡동 산 17 ,600,2017년06월29일~2017년11월21일,기타,통일신라/발해
2445,장수 합미산성 Ⅱ,장수 합미산성 정비사업부지 내 유적,군산대학교박물관,2019-11-20,전북,장수군,전라북도 장수군 비행로 1267-19 (장수읍) ,3000,2017년12월12일~2018년03월09일,성곽,삼국
2446,영광 모악리유적,영광 모악지구 신규마을 조성부지내 유적,(재)대한문화재연구원,2019-11-20,전남,영광군,전라남도 영광군 불갑면 모악리 산 45-2 일원,370,2017년11월21일~2017년11월27일,,조선
2447,장수 침령산성 Ⅱ,장수 침령산성 정비사업부지 내 유적,군산대학교박물관,2019-11-20,전북,장수군,전라북도 장수군 계남면 침곡리 1090-1 ,2000,2017년10월25일~2017년12월26일,성곽,삼국
2448,홍천 철정리유적,홍천 지방도451호선(두촌면 철정리) 지르매재터널공사부지 내 유적,(재)예맥문화재연구원,2019-11-21,강원,홍천군,강원도 홍천군 두촌면 철정리 803-9 번지 일원,480,2017년11월14일~2017년12월08일,산포지,구석기/중석기
2449,나주 신석리 유적,나주 신석리 전원주택 조성부지 내 유적,(재)동서종합문화재연구원,2019-11-21,전남,나주시,전라남도 나주시 다시면 가흥리 산12번지 일원,300,2017년11월15일~2017년11월25일,,삼국
2450,울주 이전리 228-7번지 생활유적,울주 이전리(228-7번지) 제1종근린생활시설 신축부지 내 유적,(재)가온문화재연구원,2019-11-21,울산,울주군,울산광역시 울주군 두동면 이전리 228-7 ,56,2017년11월27일~2017년11월28일,고분,"조선,조선"
2451,경주 하구리 청동기시대 생활유적Ⅱ,경주 현곡지구(B1BL) 공동주택 건설사업 추가부지 내 유적,(재)성림문화재연구원,2019-11-21,경북,경주시,경상북도 경주시 현곡면 하구리 372-23 ,220,2017년12월04일~2017년12월12일,,청동기
2452,울산 중산동 808-8번지 유적,"울산 산업로(신답교~경주시계) 확장부지(4,5구간) 내 유적",(재)가람문화재연구원,2019-11-25,울산,북구,울산광역시 북구 중산동 808-8 ,560,2017년11월20일~2017년12월04일,,삼한
2453,사천 늑도동 202번지 유적,늑도 하붓개마을 진입도로부지 내 유적,(재)경상문화재연구원,2019-11-25,경남,사천시,경상남도 사천시 늑도동 202 ,313,2017년10월30일~2017년12월21일,,철기
2454,양산 순지리 246번지 유적,양산 순지리(246) 물류창고 신축부지 내 유적,(재)한반도문화재연구원,2019-11-25,경남,양산시,경상남도 양산시 삼동로 19 (하북면) ,1270,2017년11월15일~2017년11월26일,,청동기
2455,김천 성내동 117-5 유적,김천 성내동 성내2배수지 부지 내 유적,경북문화재단 문화재연구원,2019-11-25,경북,김천시,경상북도 김천시 충효7길 29 (성내동) ,90,2017년08월24일~2017년11월23일,고분,삼국
2456,안성 당왕동 유적,안성 당왕지구(5블럭) 문화재,(재)기남문화재연구원,2019-11-26,경기,안성시,경기도 안성시 당왕동 243 ,4933,2016년06월02일~2017년12월01일,고분,"통일신라/발해,삼국"
2457,제주시 한경면 고산리 3431-1번지 단독주택 신축부지내 문화재 정밀발굴조사 보고서-제주 고산리 유적-,제주 고산리(3431-1번지) 단독주택 신축부지 내 유적,(재)제주문화유산연구원,2019-11-26,제주,제주시,제주특별자치도 제주시 노을해안로 1014 (한경면) ,1192,2017년10월18일~2017년12월01일,,신석기
2458,제주시 한경면 고산리 3431-1번지 제1종근린생활시설(소매점)신축부지내 문화재 정밀발굴조사 보고서-제주 고산리 유적-,제주 고산리(3431-1번지) 제1종근린생활시설 신축부지 내 유적,(재)제주문화유산연구원,2019-11-26,제주,제주시,제주특별자치도 제주시 노을해안로 1014 (한경면) ,440,2017년11월20일~2017년12월12일,,신석기
2459,울주 율리 유적,울주 율리(587-8번지 외 4필지) 웅상~무거2 국도건설 부지 내 유적,(재)겨레문화유산연구원,2019-11-26,울산,울주군,울산광역시 울주군 청량읍 율리 산 191 ,1235,2017년10월16일~2017년11월28일,,조선
2460,대구 남성로(13-2번지 일원) 조선시대 생활유적,대구 남성로(13-2번지 일원) 중앙파출소 신축부지 내 유적,(재)성림문화재연구원,2019-11-27,대구,중구,"대구광역시 중구 중앙대로81길 88 (수동, 중앙파출소) ",580.8,2017년11월08일~2017년12월01일,,조선
2461,김해 가야의 터 유적,김해건설공고 운동장부지 내 유적,(재)강산문화연구원,2019-11-27,경남,김해시,"경상남도 김해시 구지로 109 (구산동, 김해건설공업고등학교) ",20,2017년11월27일~2017년12월01일,"고분,기타,성곽","청동기,삼국,고려"
2462,咸平 山南里 甘南遺蹟,함평 영산강Ⅳ지구 5-2공구 대단위농업개발부지내 유적,(재)호남문화재연구원,2019-11-28,전남,함평군,전라남도 함평군 손불면 산남리 521 ,1800,2017년11월09일~2017년12월01일,,삼국
2463,논산 야촌리 유적,논산 야촌리(543-1번지) 가야곡2 농공단지 조성사업부지내 유적,(재)충청문화재연구원,2019-11-28,충남,논산시,충청남도 논산시 가야곡면 야촌리 543-1 ,19580,2017년06월07일~2017년11월29일,,청동기
2464,완주 위봉산성 행궁지,완주 위봉산성 정비사업부지 내 유적,(재)전북문화재연구원,2019-11-28,전북,완주군,전라북도 완주군 마수길 31-7 (소양면) ,1632,2017년06월20일~2017년11월30일,기타,조선
2465,김해 신월리유적,부전-마산간 복선전철 건설부지 내 유적,(재)동양문물연구원,2019-11-29,경남,김해시,경상남도 김해시 진례면 신월리 472-3 일원,78117.36,2015년04월22일~2018년03월27일,"고분,기타","청동기,청동기,삼국"
2466,청주 노산리(41-3번지 일원) 대청댐계통(Ⅲ) 광역상수도 사업(2차)부지 내 청주 노산리 유적,청주 노산리(41-3번지) 대청댐계통(Ⅲ) 광역상수도사업(2차)부지 내 유적,(재)중원문화재연구원,2019-11-29,충북,청주시,충청북도 청주시 서원구 현도면 노산리 41-3 ,3450,2017년02월20일~2017년11월29일,"기타,기타,고분","구석기/중석기,고려,조선,조선"
2467,용인 보정동 1036-2번지 유적,용인 보정동 주택신축부지 내 유적,(재)서경문화재연구원,2019-11-29,경기,용인시,경기도 용인시 기흥구 보정동 1036-2 ,1071,2017년11월13일~2017년12월05일,고분,"조선,역사시대미상"
2468,蔚山象川里941-4遺蹟,울산 고속국도 제14호선 밀양-울산 건설공사구간 내 유적(울주 상천리 추정 매장문화재지역Ⅰ·울주 조일리유적Ⅰ),(재)울산문화재연구원,2019-12-02,울산,울주군,울산광역시 울주군 삼남면 상천리 941-4 번지 일원,2708,2017년11월06일~2017년12월06일,"고분,고분","청동기,삼한,조선"
2469,경산 소월리 산1-7번지 유적,경산 소월리(산1-7번지) 경산지식산업 개발사업(2단계)부지 내 유적,(재)동북아문화재연구원,2019-12-02,경북,경산시,경상북도 경산시 와촌면 소월리 산 1-7 ,1971,2017년09월06일~2017년12월08일,고분,"청동기,조선,조선"
2470,경주 괘릉리 산38-1번지일원 유적,경주 괘릉리(산38-1번지 일원) 소매점 건립부지 내 유적,(재)한반도문화재연구원,2019-12-02,경북,경주시,경상북도 경주시 외동읍 괘릉리 산 38-1,2273,2017년11월07일~2017년12월03일,,청동기
2471,상주 복룡동 326번지 유적,상주 복룡동(326번지) 근린생활시설 신축부지 내 유적,(재)한빛문화재연구원,2019-12-02,경북,상주시,경상북도 상주시 복룡동 326번지 일원 ,754,2017년11월09일~2017년12월05일,,통일신라/발해
2472,김해 농소리패총,김해 농소리(산10) 주택건설부지 내 유적,(재)동서문물연구원,2019-12-03,경남,김해시,경상남도 김해시 주촌면 농소리 산 10 일원 ,735,2017년10월16일~2017년12월18일,,신석기
2473,천안 모전리 100-13번지 유적,천안 성거모전지구 지구단위계획(산업유통형)부지 내 유적,(재)한국문화재연구원,2019-12-03,충남,천안시,충청남도 천안시 서북구 성거읍 모전리 100-13 ,3593,2017년12월18일~2018년02월08일,기타,조선
2474,경주 천군동 산277번지 유적,경주 천군동(산277번지 일원) 주택건립부지 내 유적,(재)한국문화재연구원,2019-12-03,경북,경주시,경상북도 경주시 천군동 산 277 ,1400,2019년01월28일~2019년03월04일,"고분,기타","신라,고려"
2475,울산 상남리 1035-10번지 유적,울산 신항 인입철도 건설공사 구간 내 유적,(재)부경문물연구원,2019-12-04,울산,전역,울산광역시 울주군 청량읍 상남리 산 1035-10 ,3400,2015년10월20일~2017년12월08일,,통일신라/발해
2476,해남 신덕리 20호 청자 요장,해남 화원면 청자요지,(재)민족문화유산연구원,2019-12-04,전남,해남군,전라남도 해남군 화원면 신덕리 산 102 ,620,2017년09월04일~2017년12월08일,도요지,고려
2477,창원 다호리 288번지 유적,창원 다호리(288) 근린시설 신축부지 내 유적,(재)해동문화재연구원,2019-12-04,경남,창원시,경상남도 창원시 의창구 동읍로 233-7 (동읍) ,370,2017년10월17일~2017년12월08일,"고분,고분","삼국,역사시대미상,삼국"
2478,서울 남대문로5가 167번지 유적,서울 중구 남대문로5가(167번지 일원) 호텔신축부지 내 유적,(재)한울문화재연구원,2019-12-04,서울,중구,서울특별시 중구 세종대로4길 21-3 (남대문로5가) ,380.3,2017년11월06일~2017년12월08일,,조선
2479,화성 율암리 산41-46번지 유적,화성 율암리 공장신축부지 내 유적,(재)한성문화재연구원,2019-12-04,경기,화성시,경기도 화성시 팔탄면 율암리 산 41-46 ,2230,2017년11월03일~2017년12월06일,기타,"청동기,조선"
2480,남해 평산리유적Ⅱ,남해 평산리(703-1) 죽전지구 지표수보강개발사업부지 내 유적,(재)동아세아문화재연구원,2019-12-04,경남,남해군,경상남도 남해군 남면 평산리 703-1 ,2000,2017년11월23일~2017년12월21일,"고분,기타","고려,조선,고려"
2481,보령 충청수영성,"보령 소성리(933번지) 충청수영성 치성(북동,남동) 및 동문 적대",(재)동방문화재연구원,2019-12-05,충남,보령시,충청남도 보령시 오천면 소성리 933 ,850,2016년11월25일~2017년06월17일,"성곽,기타","조선,조선,조선"
2482,익산 장선리유적,익산 장선리 태양광발전시설부지 내 유적,(재)미래문화재연구원,2019-12-05,전북,익산시,전라북도 익산시 성당면 장선리 산 49 ,1135,2018년03월12일~2018년05월04일,고분,"삼국,조선"
2483,보령 충청수영성,"보령 충청수영성(남벽, 남문지 주변)",(재)동방문화재연구원,2019-12-05,충남,보령시,충청남도 보령시 오천면 소성리 933 ,1520,2017년04월18일~2017년12월09일,"성곽,기타","조선,조선,조선"
2484,담양 학동리 학동유적,담양 소도읍 육성사업 구간내 유적,(재)대한문화재연구원,2019-12-06,전남,담양군,전라남도 담양군 담양읍 학동리 58-4 일원,7700,2014년06월18일~2017년12월08일,,청동기
2485,청도 대비사,청도 대비사(4차),(재)한국문화재연구원,2019-12-06,경북,청도군,경상북도 청도군 금천면 박곡리 산 154-1 ,1282,2018년07월27일~2018년10월05일,"사지,도요지,도요지,기타","통일신라/발해,통일신라/발해,조선,조선"
2486,청도 대비사 삼층석탑 건립부지 내 유적,청도 대비사 삼층석탑 건립부지 내 유적,(재)한국문화재연구원,2019-12-06,경북,청도군,경상북도 청도군 금천면 박곡리 794 ,36,2018년10월29일~2018년10월30일,사지,조선
2487,창원 가음정공원 다목적구장 추가부지 내 유적,창원 가음정공원 다목적구장 추가부지(정밀발굴) 내 유적,(재)경남문화재연구원,2019-12-06,경남,창원시,경상남도 창원시 성산구 가음정동 595-1 ,3158,2017년10월20일~2017년12월11일,"고분,기타","원삼국,삼국,조선"
2488,대전 국방신뢰성시험센터 신축사업 부지 내 대전 신일동유적,대전 대덕구 국방신뢰성시험센터 신축사업 부지 내 유적,(재)중앙문화재연구원,2019-12-09,대전,대덕구,대전광역시 대덕구 신일동 64-5 ,810,2017년12월08일~2017년12월22일,"도요지,고분","고려,조선,조선"
2489,화천 계성사지 1,화천 하남면 추정계성리사지(계성리석등 주변) 내 유적,(재)강원고고문화연구원,2019-12-09,강원,화천군,강원도 화천군 하남면 계성리 595 ,1500,2017년06월19일~2017년12월11일,사지,고려
2490,하남 금암산 고분군 유적,하남 금암산 고분군 정비사업부지 내 유적,하남역사박물관,2019-12-10,경기,하남시,경기도 하남시 광암동 산 42-3 ,1403,2016년05월30일~2016년12월12일,고분,삼국
2491,하남 금암산 고분군 유적,하남 금암산 고분군,하남역사박물관,2019-12-10,경기,하남시,경기도 하남시 광암동 산 42-4 ,1875,2017년11월06일~2018년10월31일,고분,삼국
2492,김해 대성동 387-1번지 외 1필지 내 유적,김해 대성동(387-1) 단독주택 신축부지 내 유적,(재)한반도문화재연구원,2019-12-10,경남,김해시,"경상남도 김해시 가락로129번길 25-7 (대성동) (대성동 387-1, 470-32)",153,2017년12월11일~2017년12월15일,,통일신라/발해
2493,『충주 탑평리 칠층석탑 주변부지 내 유적(17번지 일원) 발굴조사보고서』제출,충주 탑평리(17번지 일원) 칠층석탑 주변부지 내 유적,국립중원문화재연구소,2019-12-10,충북,충주시,충청북도 충주시 중앙탑면 탑평리 17 ,5513,2018년03월20일~2018년10월12일,기타,삼국
2494,울진 북면 도시계획도로(중로2-1호선 등)부지 내 유적,울진 북면 도시계획도로(중로2-1호선 등)부지 내 유적,(재)서라벌문화재연구원,2019-12-10,경북,울진군,경상북도 울진군 북면 부구리 366-3 ,1187,2017년10월27일~2017년12월07일,"고분,기타","삼국,고려,선사시대미상"
2495,부여 호암리 유적,부여 호암리(173-2번지) 규암지구 친수구역 조성사업부지 내 유적,(재)백제문화재연구원,2019-12-11,충남,부여군,충청남도 부여군 규암면 호암리 173-2 번지 일원 ,25800,2017년05월19일~2017년12월15일,고분,"청동기,백제"
2496,경주 배반네거리 국도7호선(포항방향) 우회차로 확장공사구간 내 유적,경주 배반네거리 국도7호선 우회차로 확장공사부지 내 유적,(재)화랑문화재연구원,2019-12-11,경북,경주시,경상북도 경주시 배반동 722-1 ,1997,2017년11월13일~2017년12월15일,,통일신라/발해
2497,서울 봉래구역 제1지구 유적,서울 중구 봉래구역 제1지구 도시환경정비사업부지 내 유적,(재)한울문화재연구원,2019-12-11,서울,중구,서울특별시 중구 봉래동1가 54 ,3395.5,2017년09월04일~2017년12월13일,,"조선,조선"
2498,군위 화본리 1227-3번지 유적,군위 산성면소재지 종합정비사업 부지(고인돌쉼터) 내 유적 - 변경허가(2차),(재)천년문화재연구원,2019-12-11,경북,,경상북도 군위군 산성가음로 685-1 (산성면) ,200,2017년11월29일~2017년12월15일,고분,"청동기,없음"
2499,상당산성,청주 상당산성 정비복원사업부지 내 발굴,(재)충청북도문화재연구원,2019-12-12,충북,청주시,충청북도 청주시 상당구 산성동 396 ,500,2016년09월01일~2017년12월15일,성곽,조선
2500,충주 대림산 봉수대,충주 대림산성 내 봉수대 추정지,(재)충청북도문화재연구원,2019-12-12,충북,충주시,충청북도 충주시 살미면 향산리 산 51-2 ,900,2017년08월09일~2017년12월18일,기타,고려
2501,충주 대림산성 주차장부지 내 유적,충주 향산리(457-1번지) 대림산성 밖 주차장부지 내 유적,(재)충청북도문화재연구원,2019-12-12,충북,충주시,충청북도 충주시 살미면 향산리 457 ,1441,2017년11월02일~2017년12월18일,성곽,고려
2502,남한산성 지수당 발굴조사 보고서,광주 남한산성 지수당 정비사업부지 내 유적,경기문화재단경기문화재연구원,2019-12-12,경기,광주시,경기도 광주시 남한산성면 산성리 130-1 ,1494,2017년10월11일~2017년12월20일,기타,조선
2503,창녕 교리 428-1번지 유적,창녕 교리 갈전~명덕소류지간 도로공사구간 내 유적,(재)경상문화재연구원,2019-12-12,경남,창녕군,경상남도 창녕군 창녕읍 교리 428-1 ,7348,2018년02월08일~2018년05월16일,,조선
2504,서울 중구 을지로28길 10 유적,서울 중구 을지로4가(187-9번지외 5필지) 건물신축부지 내 유적,(재)국방문화재연구원,2019-12-12,서울,중구,서울특별시 중구 을지로28길 10 (을지로4가) ,358.3,2017년11월23일~2017년12월15일,,조선
2505,김해 원지리 고분군 3호분,김해 원지리고분군(3호분) 긴급발굴조사,(재)경상문화재연구원,2019-12-12,경남,김해시,경상남도 김해시 주촌면 원지리 산 2-2 ,625,2017년11월01일~2017년12월14일,고분,삼국
2506,함안 말산리 유적,함안 말산리(86) 말산지구 주택건설사업부지 내 유적,(재)우리문화재연구원,2019-12-13,경남,함안군,경상남도 함안군 가야읍 가야리 993-7 ,2901,2017년11월20일~2017년12월15일,기타,"청동기,고려"
2507,여주 현암동 유적,여주 현암지구 도시개발부지 내 유적,(재)기호문화재연구원,2019-12-16,경기,여주시,"경기도 여주시 현암1길 56-31 (현암동, 일원) ",47833,2017년09월07일~2017년12월22일,"기타,고분,고분","구석기/중석기,원삼국,조선,조선"
2508,구미 내고리 산 26-2유적,구미 내고리(산 26번지) 건물신축부지 내 유적,(재)영남문화재연구원,2019-12-16,경북,구미시,경상북도 구미시 내고5길 6-24 (선산읍) ,48,2018년01월29일~2018년01월31일,"고분,고분","고려,역사시대미상"
2509,청주 정중리유적Ⅱ,청주 오송 바이오폴리스지구(오송2산단) 조성부지 내 유적,(재)한국선사문화연구원,2019-12-16,충북,청주시,충청북도 청주시 흥덕구 오송읍 정중리 산 38-5 ,440,2018년02월02일~2018년02월23일,,원삼국
2510,천안 부대동 264-4번지 유적,천안 부성지구 도시개발사업 부지 내 유적,(재)누리고고학연구소,2019-12-16,충남,천안시,충청남도 천안시 서북구 공대길 45-9 (부대동) ,5700,2017년10월16일~2017년12월18일,고분,"조선,조선"
