연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
2511,김해 퇴래리 유적,김해 퇴래리(1014-1) 공장신축부지 내 유적,(재)두류문화연구원,2019-12-16,경남,김해시,경상남도 김해시 김해대로1099번안길 42-18 (한림면) ,393,2018년01월24일~2018년02월05일,고분,"삼국,조선,조선"
2512,고속국도 제700호선 대구외곽순환 건설공사(2공구)내 칠곡 오산리유적,고속국도 제700호선 대구외곽순환 건설공사(2공구) 문화재 발굴(시굴)조사,(재)중앙문화재연구원,2019-12-17,경북,칠곡군,경상북도 칠곡군 지천면 오산리 산 28 ,127645,2016년03월02일~2017년12월19일,"고분,기타","삼국,삼국,삼국"
2513,성주2일반산업단지 조성사업부지 내 성주 학산리 산 59-1 유적,성주2일반산업단지 조성사업부지 문화재 2차 시굴조사,(재)영남문화재연구원,2019-12-17,경북,성주군,경상북도 성주군 성주산업단지로5길 21 (성주읍) 산59-1,7450,2016년03월21일~2018년01월09일,고분,"고려,조선"
2514,해남 전라우수영성-긴급수습조사-,해남 전라우수영 정비사업부지 내 유적,(재)마한문화연구원,2019-12-17,전남,해남군,전라남도 해남군 문내면 서상리 109-1 ,450,2017년12월21일~2017년12월25일,성곽,조선
2515,부여 신암리 171-1번지 유적,부여 신암리(171-1번지) 태양광발전시설 조성부지 내 유적,(재)한국문화재연구원,2019-12-17,충남,부여군,충청남도 부여군 초촌면 신암리 171-1 ,3400,2018년01월29일~2018년03월13일,고분,백제
2516,산청 차탄리 지석묘,"산청 남강 특리, 차탄, 산청지구 하천환경정비사업부지 내 유적",(재)동국문화재연구원,2019-12-17,경남,산청군,경상남도 산청군 산청읍 차탄리 914-6 ,200,2017년12월04일~2017년12월18일,고분,청동기
2517,고양 덕은동 유적,고양 덕은 도시개발사업부지 내 유적,(재)백두문화재연구원,2019-12-17,경기,고양시,경기도 고양시 덕양구 덕은동 산 98-17 ,1166,2017년11월01일~2017년12월22일,"고분,고분,고분","통일신라/발해,고려,조선,조선"
2518,평택 지제동 울성유적,평택 고덕산단 진입도로 개설공사 부지 내 유적,(재)전라문화유산연구원,2019-12-18,경기,평택시,경기도 평택시 지제동 823-10번지 일원 ,25485,2016년04월29일~2017년12월19일,"도요지,기타,고분","원삼국,청동기,원삼국,청동기,청동기,삼국,조선"
2519,盃山城址Ⅰ,부산 배산성지 정비사업부지 내 유적,부산광역시립박물관,2019-12-18,부산,연제구,부산광역시 연제구 연산동 산 61 ,1980,2017년04월12일~2017년12월18일,성곽,삼국
2520,청주 오송2단지 진입도로 건설사업 부지 내 청주 상봉리·정중리 유적,청주 오송2단지 진입도로 건설사업부지 내 유적,(재)중원문화재연구원,2019-12-18,충북,청주시,충청북도 청주시 흥덕구 오송읍 상봉리 359-3 ,3940,2017년09월13일~2017년12월19일,"기타,고분","삼국,조선,조선"
2521,김포 귀전리 고려분묘 유적,김포 귀전리 묘지 관련시설부지 내 유적,(재)국토문화재연구원,2019-12-18,경기,김포시,경기도 김포시 통진읍 귀전리 84-24 ,220,2017년11월29일~2017년12월19일,고분,고려
2522,창녕 송현리 115-29번지,창녕 교리(115-29) 송현역사문화공원부지 내 유적,(재)경남연구원 역사문화센터,2019-12-18,경남,창녕군,경상남도 창녕군 창녕읍 송현리 115-29 ,258,2017년12월04일~2017년12월20일,,"삼국,고려,조선"
2523,송국리XII,부여 송국리유적 제21차 시굴조사 용역,한국전통문화대학교 고고학연구소,2019-12-19,충남,부여군,"충청남도 부여군 백제문로 367 (규암면, 한국전통문화대학교) ",8879,2016년10월26일~2016년12월20일,고분,"청동기,고려"
2524,김포 덕포진 돈대 유적,김포 덕포진 정비사업부지 내 유적,(재)국토문화재연구원,2019-12-19,경기,김포시,경기도 김포시 대곶면 신안리 산 106 ,1220,2017년02월15일~2017년12월22일,기타,조선
2525,남원 유곡리 및 두락리고분군 긴급수습조사 보고서,남원 유곡리 및 두락리 고분군,(재)전주문화유산연구원,2019-12-19,전북,남원시,전라북도 남원시 아영면 두락리 679-4 ,80,2017년11월13일~2017년12월17일,고분,삼국
2526,송국리XII,부여 송국리유적(22차 발굴),한국전통문화대학교 고고학연구소,2019-12-19,충남,부여군,"충청남도 부여군 백제문로 367 (규암면, 한국전통문화대학교) ",6582,2017년08월14일~2017년12월20일,고분,"청동기,고려"
2527,순천 죽내리유적-고분군-,순천 죽내리 유적,(재)나라문화연구원,2019-12-19,전남,순천시,전라남도 순천시 황전면 죽내리 산 41,200,2018년03월12일~2018년03월27일,고분,삼국
2528,진안 대량리 제동유적 시굴조사,진안 대량리 제철 유적,군산대학교박물관,2019-12-19,전북,진안군,전라북도 진안군 동향면 대량리 103-1 ,782,2017년12월14일~2017년12월22일,기타,통일신라/발해
2529,고성 옥천사 유적,고성 북평리(산50-1) 옥천사 정비사업부지 내 유적,(재)수도문물연구원,2019-12-20,경남,고성군,경상남도 고성군 연화산1로 471-9 (개천면) ,379.27,2017년11월08일~2017년12월23일,,조선
2530,경산 부적리 287-5번지 일원 근린생활시설 신축부지 내 경산 부적리 287-5번지 유적,경산 부적리(287-5번지 일원) 근린생활시설 신축부지 내 유적,(재)대경문화재연구원,2019-12-20,경북,경산시,경상북도 경산시 압량면 부적리 287-5 일원,404,2019년03월07일~2019년03월19일,,삼국
2531,청주 봉산리 점촌유적,청주 오송제2생명과학단지 조성사업부지 내 봉산리 옹기가마 발굴,(재)한국선사문화연구원,2019-12-23,충북,청주시,충청북도 청주시 흥덕구 오송읍 봉산리 345-1 ,39266,2016년08월02일~2018년02월14일,"기타,도요지,기타,기타,고분","구석기/중석기,근대/일제강점기,근대/일제강점기,근대/일제강점기,역사시대미상,역사시대미상"
2532,대구 괴전동 90-1번지 유적,대구 괴전동(90-1번지 일원) 공동주택사업부지 내 유적,(재)다온문화재연구원,2019-12-23,대구,동구,대구광역시 동구 괴전동 90-1 ,12986,2018년02월26일~2018년06월19일,"고분,도요지,기타","원삼국,통일신라/발해,통일신라/발해,역사시대미상"
2533,완주 봉림사지 Ⅱ,완주 봉림사지(3차),전북대학교박물관,2019-12-23,전북,완주군,"전라북도 완주군 고산면 삼기리 491 497-3, 497-4",1113,2017년10월11일~2017년12월24일,사지,통일신라/발해
2534,완주 운곡리유적,완주 테니스장 조성부지내 유적,(재)조선문화유산연구원,2019-12-23,전북,완주군,전라북도 완주군 용진읍 운곡리 882-10 ,1050,2018년06월25일~2018년07월26일,"고분,기타","조선,없음"
2535,평택 수월암리 656-9번지 유적,평택 수월암리 공장조성부지 내 유적,(재)혜안문화재연구원,2019-12-23,경기,평택시,경기도 평택시 서탄면 수월암리 656-9 ,8426,2017년11월01일~2017년12월30일,고분,"조선,조선"
2536,청주 용정동 191-4번지 유적,청주 용정동(191-4번지 일원) 국토대체우회도로(북일~남일1) 건설공사부지 내 유적,(재)다온문화재연구원,2019-12-23,충북,청주시,충청북도 청주시 상당구 용정동 191-4 ,1645,2019년05월13일~2019년06월28일,"도요지,고분,기타","고려,삼국,역사시대미상,역사시대미상"
2537,완주 봉림사지 Ⅱ,완주 봉림사지,전북대학교박물관,2019-12-24,전북,완주군,"전라북도 완주군 고산면 삼기리 491 497-3, 497-4",2200,2016년04월27일~2016년07월31일,사지,통일신라/발해
2538,광주 흑석동유적,광주 흑석동 수완센트럴시티 공동주택 신축부지 내 유적,(재)영해문화유산연구원,2019-12-24,광주,광산구,광주광역시 광산구 흑석동 197 일원,1001,2018년06월19일~2018년07월23일,,원삼국
2539,대구 진천동(715-3번지 외) 골프연습장 증축부지 내 大邱 辰泉洞 715-3番地 遺蹟,대구 진천동(715-3번지 외) 골프연습장 증축부지 내 유적,(재)세종문화재연구원,2019-12-24,대구,달서구,대구광역시 달서구 진천동 715-3 ,700,2017년12월18일~2018년01월08일,도요지,"통일신라/발해,고려"
2540,의성 구계리 598번지 유적,의성 구계리(598번지 일원) 활기찬 농촌프로젝트 시범사업부지 내 유적 - 변경허가(2차),(재)강산문화연구원,2019-12-24,경북,의성군,경상북도 의성군 단촌면 구계리 598 ,2470,2017년12월06일~2019년12월28일,,고려
2541,광주 신월리 유적,광주 신월리(287-13번지) 근린생활시설 등 조성사업부지 내 유적,(재)경강문화재연구원,2019-12-24,경기,광주시,경기도 광주시 초월읍 신월리 287-13 일원 ,9996,2019년05월01일~2019년06월24일,,조선
2542,익산고도지구(역사문화환경 보전육성지구)이주단지조성사업 부지 내 익산 서계유적,익산고도지구(역사문화환경 보존육성지구) 이주단지조성사업 문화재 시굴조사,원광대학교마한백제문화연구소,2019-12-26,전북,익산시,전라북도 익산시 고도길 20 (금마면) ,3350,2014년11월03일~2015년01월29일,,조선
2543,밀양용지리유적,밀양 용지리 일원 부북특별농공단지 조성부지 내 유적,(재)동서문물연구원,2019-12-26,경남,밀양시,경상남도 밀양시 춘화로 87 (부북면) ,26323,2017년07월17일~2017년12월29일,기타,"삼국,삼국"
2544,140. 서울 효자동 33-1번지 유적,서울 종로구 효자동(33-1번지) 단독주택 신축부지 내 유적,한국문화재재단,2019-12-26,서울,종로구,서울특별시 종로구 효자동 33-1 ,70,2017년10월19일~2017년10월26일,,근대/일제강점기
2545,156. 경주 구황동 875-3번지 유적,경주 구황동(875-3번지) 근린생활시설 신축부지 내 유적,한국문화재재단,2019-12-26,경북,경주시,경상북도 경주시 원효로271번길 13 (구황동) ,404,2017년08월03일~2017년12월14일,,통일신라/발해
2546,춘천 천전리 121-23번지 유적,춘천 천전리(121-23번지) 근린생활시설 신축부지 내 유적,(재)국토문화재연구원,2019-12-26,강원,춘천시,강원도 춘천시 신샘밭로 652 (신북읍) ,2884,2017년10월16일~2017년12월28일,,청동기
2547,161. 경주 화곡리 22번지 유적,경주 화곡리(22번지) 농어업시설 신축부지 내 유적,한국문화재재단,2019-12-26,경북,경주시,경상북도 경주시 내남로 393-126 (내남면) ,2274,2017년09월15일~2017년12월18일,기타,"삼국,조선"
2548,양주 광사동 산91번지 유적,양주 광사동 근린시설 신축부지내 유적,(재)한라문화재연구원,2019-12-26,경기,양주시,경기도 양주시 광사동 산 91 ,1170,2018년04월26일~2018년05월11일,고분,조선
2549,143. 울주 석천리 250-4번지 유적,울주 석천리 (250-4번지 외 1필지) 단독주택 신축부지 내 유적,한국문화재재단,2019-12-26,울산,울주군,울산광역시 울주군 웅촌면 석천리 250-4 ,602,2017년10월25일~2017년11월02일,고분,조선
2550,부여 쌍북리 615-5번지 유적,부여 쌍북리(615-5번지) 단독주택 신축부지 내 유적,(재)미래문화재연구원,2019-12-26,충남,부여군,충청남도 부여군 흑천로 16-3 (부여읍) ,226,2017년12월18일~2017년12월29일,,고려
2551,서울 중구 을지로5가 270-25번지 유적,서울 중구 을지로5가 270-25번지 근린생활시설 신축부지 내 유적,(재)수도문물연구원,2019-12-26,서울,중구,서울특별시 중구 동호로35길 18 (을지로5가) ,109.1,2017년12월08일~2017년12월28일,,조선
2552,경주 황오동 42-2번지 유적 (2017년도 소규모 발굴조사 보고서ⅩⅩⅤ),경주 황오동(42-2번지) 단독주택 신축부지 내 유적,(재)화랑문화재연구원,2019-12-26,경북,경주시,경상북도 경주시 원효로237번길 26 (황오동) ,285,2017년11월28일~2018년01월29일,,통일신라/발해
2553,157. 창녕 초곡리 1002번지 유적,창녕 초곡리(1002) 농어업시설 신축부지 내 유적(국비),한국문화재재단,2019-12-26,경남,창녕군,경상남도 창녕군 우만길 30-19 (이방면) ,1222,2017년09월14일~2017년12월15일,고분,"원삼국,역사시대미상"
2554,146. 김해 내삼리 794-2번지 유적,김해 내삼리(794-2) 농어업시설 신축부지 내 유적(국비),한국문화재재단,2019-12-26,경남,김해시,경상남도 김해시 서부로1430번길 13-16 (주촌면) ,982,2017년11월07일~2017년11월22일,,삼국
2555,145. 춘천  신매리 111-29번지 외 1필지 유적,춘천 신매리(111-29번지 일원) 단독주택 신축부지 내 유적,한국문화재재단,2019-12-26,강원,춘천시,강원도 춘천시 서면 신매리 111-29 111-25,604,2017년11월01일~2017년11월20일,,"청동기,고려"
2556,142.춘천 신매리 210-2번지 외 1필지 유적,춘천 서면 신매리(210-2번지외 1필지) 단독주택 신축부지 내 유적,한국문화재재단,2019-12-26,강원,춘천시,강원도 춘천시 서면 신매리 210-2 209-1,584,2017년10월24일~2017년11월01일,,역사시대미상
2557,139. 사천 선진리 1055번지 유적,사천 선진리(1055) 단독주택 신축부지 내 유적(국비),한국문화재재단,2019-12-26,경남,사천시,경상남도 사천시 용현면 선진리 1055 ,368,2017년09월28일~2017년10월23일,,"조선,기타"
2558,170. 창녕 교리 523-1번지 유적,창녕 교리(523-1) 단독주택 신축부지 내 유적(국비),한국문화재재단,2019-12-26,경남,창녕군,경상남도 창녕군 창녕읍 교리 523-1 ,650,2018년01월05일~2018년01월24일,"고분,산포지","삼국,조선"
2559,148. 김해 동상동 538-6번지 유적,김해 동상동(538-6) 단독주택 신축부지 내 유적(국비),한국문화재재단,2019-12-26,경남,김해시,경상남도 김해시 분성로365번길 21 (동상동) ,149,2017년11월02일~2017년12월06일,성곽,조선
